游戏「赛事」,#genre#
王俊凯的资源组,https://www.goodiptv.club/douyu/8862216
神奇的老皮AmazingLP,https://www.goodiptv.club/douyu/8891285
德井鱼,https://www.goodiptv.club/douyu/9184833
果冻lui,https://www.goodiptv.club/douyu/9191790
动画魂,https://www.goodiptv.club/douyu/9393242
77说电影,https://www.goodiptv.club/douyu/9444320
电影冷知识,https://www.goodiptv.club/douyu/9660835
小浅说电影,https://www.goodiptv.club/douyu/9665834
林小二动画,https://www.goodiptv.club/douyu/11184164
猫丶趴趴,https://www.goodiptv.club/douyu/1255068
梦夫人啊,https://www.goodiptv.club/douyu/9384527
我是阿树酱,https://www.goodiptv.club/douyu/9486020
鑫酱盘动漫,https://www.goodiptv.club/douyu/9547575
sekai的光子,https://www.goodiptv.club/douyu/9564766
罐装老K,https://www.goodiptv.club/douyu/9566210
祝晓晗,https://www.goodiptv.club/douyu/9575293
王子和史蒂文,https://www.goodiptv.club/douyu/9583975
柠檬檬檬儿vlog,https://www.goodiptv.club/douyu/9624845
小侠来了,https://www.goodiptv.club/douyu/9734042
猫叔说电影,https://www.goodiptv.club/douyu/9820039
黑T毒物,https://www.goodiptv.club/douyu/3579219
君笑坊,https://www.goodiptv.club/douyu/9444093
淼漫迷,https://www.goodiptv.club/douyu/9455567
是不是Pro,https://www.goodiptv.club/douyu/9475113
酉晨君,https://www.goodiptv.club/douyu/9484541
金渐层沈同学,https://www.goodiptv.club/douyu/9516467
白鱼Sakana,https://www.goodiptv.club/douyu/9611771
犀利影评,https://www.goodiptv.club/douyu/9647845
训练师十六,https://www.goodiptv.club/douyu/9721338
喵喵喵的猫酱酱,https://www.goodiptv.club/douyu/11179077
侃片黑菠萝,https://www.goodiptv.club/douyu/5803764
沫子瞪片,https://www.goodiptv.club/douyu/8783035
噬元兽影视,https://www.goodiptv.club/douyu/8896723
程情寫意,https://www.goodiptv.club/douyu/9191358
MK青凌,https://www.goodiptv.club/douyu/9488836
叶墨的百妖馆,https://www.goodiptv.club/douyu/9517351
我是瓜皮儿本人a,https://www.goodiptv.club/douyu/9665696
夜与白鲸V,https://www.goodiptv.club/douyu/9734515
田浅浅w,https://www.goodiptv.club/douyu/9747144
Acer丶宏正,https://www.goodiptv.club/douyu/10670244
李李李蚊香,https://www.goodiptv.club/douyu/4786399
压力洋哥,https://www.goodiptv.club/douyu/5297259
看不见的罗杰,https://www.goodiptv.club/douyu/8821917
神迹小霸霸,https://www.goodiptv.club/douyu/8837963
狂野的种马小说家,https://www.goodiptv.club/douyu/8849703
电影幕后喵,https://www.goodiptv.club/douyu/8884074
小林家的旗女仆,https://www.goodiptv.club/douyu/9211287
小鹏漫剪,https://www.goodiptv.club/douyu/9476810
鎏酸v,https://www.goodiptv.club/douyu/9546016
香菜碎碎念鸭,https://www.goodiptv.club/douyu/9663665
飞行员欧文讲故事,https://www.goodiptv.club/douyu/9678790
PhantomStrider,https://www.goodiptv.club/douyu/9683911
喜人电影,https://www.goodiptv.club/douyu/10348735
跟着盟哥去探秘,https://www.goodiptv.club/douyu/1178229
BuriedAlien的号,https://www.goodiptv.club/douyu/9440728
火宗君丶,https://www.goodiptv.club/douyu/9580477
昆仑决KLF,https://www.goodiptv.club/douyu/1753007
SAO东西又再说SAO话,https://www.goodiptv.club/douyu/8833450
漠漠fumiyo,https://www.goodiptv.club/douyu/8911070
小馒头叫包几,https://www.goodiptv.club/douyu/9028721
吃鸡小表弟,https://www.goodiptv.club/douyu/9370197
国士无双人物传奇,https://www.goodiptv.club/douyu/9544555
别闹了美越,https://www.goodiptv.club/douyu/9548244
民工小代,https://www.goodiptv.club/douyu/9616619
SH11N,https://www.goodiptv.club/douyu/9650451
鲁过一世,https://www.goodiptv.club/douyu/9716515
第七艺术坊,https://www.goodiptv.club/douyu/9737022
亮亮也是酿酿,https://www.goodiptv.club/douyu/4340136
西施撩电影,https://www.goodiptv.club/douyu/7532080
竹儿公公,https://www.goodiptv.club/douyu/8807568
py86阿,https://www.goodiptv.club/douyu/8849954
董王老登,https://www.goodiptv.club/douyu/9412287
是小x同学呀,https://www.goodiptv.club/douyu/9415020
奇怪电影,https://www.goodiptv.club/douyu/9440966
庆皇龙利余,https://www.goodiptv.club/douyu/9524210
小铁房乐队,https://www.goodiptv.club/douyu/9624976
神奇的大智,https://www.goodiptv.club/douyu/9650047
Bella贝拉酱,https://www.goodiptv.club/douyu/9663084
白燥No1,https://www.goodiptv.club/douyu/280064
晓麦讲电影,https://www.goodiptv.club/douyu/453963
金枪娱,https://www.goodiptv.club/douyu/2798717
丶清风浊酒丶,https://www.goodiptv.club/douyu/5918434
某声悠,https://www.goodiptv.club/douyu/8896100
享看电影,https://www.goodiptv.club/douyu/8974130
农村幺妹儿,https://www.goodiptv.club/douyu/9344884
锅盖哒,https://www.goodiptv.club/douyu/9398828
妈见打ovo,https://www.goodiptv.club/douyu/9413151
女神撩电影,https://www.goodiptv.club/douyu/9439594
阿魁方言配音,https://www.goodiptv.club/douyu/9442903
龙又z,https://www.goodiptv.club/douyu/9477915
每日好电影V,https://www.goodiptv.club/douyu/9533302
满汉女神Yangqi,https://www.goodiptv.club/douyu/9650246
天才霸总的狐崽崽,https://www.goodiptv.club/douyu/10394922
耗子像个战神,https://www.goodiptv.club/douyu/1557288
阿卓丨a丶zhuo,https://www.goodiptv.club/douyu/1558490
shhher,https://www.goodiptv.club/douyu/8733680
豆客解说,https://www.goodiptv.club/douyu/8883122
徳彪的奇妙冒险,https://www.goodiptv.club/douyu/9145648
老电影故事,https://www.goodiptv.club/douyu/9167273
不思异剧场,https://www.goodiptv.club/douyu/9297412
玖月影视,https://www.goodiptv.club/douyu/9339251
辰哥说电影,https://www.goodiptv.club/douyu/9371407
芳芳说故事,https://www.goodiptv.club/douyu/9401905
孙毛毛Suny,https://www.goodiptv.club/douyu/9424103
王德发的导演小阿伟,https://www.goodiptv.club/douyu/9430799
小羊放映室,https://www.goodiptv.club/douyu/9433806
动物启示录,https://www.goodiptv.club/douyu/9443129
迷剧阿菁,https://www.goodiptv.club/douyu/9486024
是chshh,https://www.goodiptv.club/douyu/9570579
翦瞳秋,https://www.goodiptv.club/douyu/9623057
张小莹要独立,https://www.goodiptv.club/douyu/9647285
喵招诗雨,https://www.goodiptv.club/douyu/9651121
鲤环姬Lee,https://www.goodiptv.club/douyu/9791703
CmoStar,https://www.goodiptv.club/douyu/10282256
开箱嘤嘤怪,https://www.goodiptv.club/douyu/10319056
剧燃有趣,https://www.goodiptv.club/douyu/10329702
我砸晕了牛顿奥,https://www.goodiptv.club/douyu/1218414
苹果Zei甜,https://www.goodiptv.club/douyu/1174353
港澳台,#genre#
BBC新闻,https://epg.pw/stream/a6cbddde9b44bf2d5c0d0b08a4b48dc86da793a9bef40c18b1f616782744db4c.m3u8
BBC美洲,https://uni8rtmp.tulix.tv/cfntv/cfntv/playlist.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Fashion TV,http://91.247.68.229:8000/play/Fashion/index.m3u8
山东卫视,https://stream1.freetv.fun/shan-dong-shao-er-5.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
游戏风云,https://www.freetv.top/migu/790188417.m3u8?migutoken=4bb23a171d4d63d4362dfba9a795c0f4ae95e2190f17a502e900947df23bda8e7a18b21aa9e6b578071ed4ced654a44a80d0fb8970ac8330432d19255fb721f3c1ee552fa186e2c9427e18e082
明珠台,https://migu.188766.xyz/?migutoken=7587aa81b1dcc4ed3adff2166ecdaf82&id=pearl_twn&type=dy
翡翠台,http://r.jdshipin.com/62WM7
天映经典,https://migu.188766.xyz/?migutoken=3637f4ae3861b554c9b368728cc8b391&id=Celestial2&type=dy
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-25.ctv
广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-9.ctv
欢笑剧场,https://shyd.695847.xyz/cms001/ch00000090990000001193/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
武侠剧场,https://www.goodiptv.club/douyu/9285904
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-4.ctv
靖天戏剧,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv058
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
纬来育乐,https://live.catvod.com/live.php?id=videolandyule&token=e36fcda3f4b7e8b5909afdfb1f84325efd61edc43f87499f92b5ce17f8583f78%3A1761441669%3ANDguMjExLjIxMC4xMTM%3D
J2,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
Viutv,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立新闻,https://tv.iill.top/4gtv/229
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
淘电影,https://stream1.freetv.fun/tao-dian-ying-9.ctv
纬来电影,https://live.catvod.com/live.php?id=videolandmovie&token=a76bdc035b650a1c05ec1f7fb9f26ae2f5af7dd30a77937811b00e06d85b6954%3A1760491003%3ANTIuMTUwLjI5Ljk4
东森洋片,https://live.catvod.com/live.php?id=ettvwestern&token=26c45d6636a1192c92dd36198e022f2af4d26b0204f907d6765bdfafcf964f04%3A1761182302%3ANTIuMjM0LjQzLjE3Nw%3D%3D
CN卡通,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40
炫动卡通,https://migu.188766.xyz/?migutoken=b43933d6b1c41ad0333c84f94a2ed9db&id=hhxd&type=sz
河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-12.m3u8
七龙珠,http://live.nctv.top/huya.php?id=11601966
火影忍者,http://cdn.jdshipin.com:8880/huya.php?id=29465866
莲花卫视,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
4K60PSDR-H264-AAC测试,https://cdn.jsdelivr.net/gh/feiyang666999/testvideo/sdr4kvideo/playlist.m3u8
4K60PHLG-HEVC-EAC3测试,https://cdn.jsdelivr.net/gh/feiyang666999/testvideo/hlg4kvideo/playlist.m3u8
电影,#genre#
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-4.ctv
CHC家庭影院,http://eastscreen.tv/ooooo.php
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
嘉兴文化影视,http://play-sh13.quklive.com/live/1675149625220101.m3u8?auth_key=2028730374-3a60eb8e324f416aa3b26dda7679d920-0-22dc7efa8452d0b0665c15eeed83609d
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
都市剧场,https://shyd.695847.xyz/cms001/ch00000090990000001203/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
中华小当家,https://live.metshop.top/huya/11342413
海绵宝宝,https://live.metshop.top/douyu/3949681
「电影」熊出没•变形记,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
「电影」猪猪侠•英雄猪少年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
「电影」大卫贝肯•倒霉特工熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
「电影」昆塔•反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
辽宁影视剧,https://stream1.freetv.fun/liao-zhu-ying-shi-ju-2.m3u8
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
